Date,Open,High,Low,Close,Adj Close,Volume
2020-02-18,139.020004,139.660004,138.100006,139.139999,139.139999,8214900
2020-02-19,139.630005,141.869995,139.229996,141.300003,141.300003,7080900
2020-02-20,141.630005,141.630005,138.850006,140.369995,140.369995,5981700
2020-02-21,139.860001,139.880005,138.580002,138.970001,138.970001,7725800
2020-02-24,132.899994,134.440002,131.210007,133.009995,133.009995,19336500
2020-02-25,133.750000,133.940002,127.980003,128.190002,128.190002,21032500
2020-02-26,126.120003,128.369995,122.129997,123.360001,123.360001,31195900
2020-02-27,119.809998,122.900002,117.919998,118.040001,118.040001,30793900
2020-02-28,114.510002,118.309998,113.209999,117.650002,117.650002,35453800
2020-03-02,119.129997,119.980003,116.029999,119.980003,119.980003,21775900
2020-03-03,121.150002,121.779999,115.150002,116.449997,116.449997,19529700
2020-03-04,118.959999,119.239998,115.480003,119.180000,119.180000,13842100
2020-03-05,116.860001,116.959999,112.110001,113.980003,113.980003,22397200
2020-03-06,110.760002,115.870003,110.320000,115.269997,115.269997,22899600
2020-03-09,108.690002,110.430000,104.279999,104.349998,104.349998,26233600
2020-03-10,108.099998,111.580002,102.430000,111.459999,111.459999,24083700
2020-03-11,108.419998,108.900002,102.860001,105.510002,105.510002,24771300
2020-03-12,97.620003,100.000000,91.639999,91.809998,91.809998,40392900
2020-03-13,100.779999,102.870003,92.250000,102.519997,102.519997,40960100
2020-03-16,91.800003,98.279999,90.000000,95.010002,95.010002,35379500
2020-03-17,95.800003,97.459999,91.150002,93.529999,93.529999,27526200
2020-03-18,87.589996,89.339996,79.070000,88.800003,88.800003,43592500
2020-03-19,88.000000,97.400002,85.110001,94.930000,94.930000,30866800
2020-03-20,95.989998,96.989998,85.839996,85.980003,85.980003,31957800
2020-03-23,84.489998,87.279999,81.089996,85.760002,85.760002,32246600
2020-03-24,92.330002,99.169998,91.800003,98.120003,98.120003,32538100
2020-03-25,100.660004,105.919998,95.510002,100.730003,100.730003,28533000
2020-03-26,100.830002,107.730003,100.800003,105.360001,105.360001,24520300
2020-03-27,100.449997,101.489998,95.540001,96.400002,96.400002,30591500
2020-03-30,96.000000,100.459999,92.099998,99.800003,99.800003,23119200
2020-03-31,100.220001,103.160004,96.160004,96.599998,96.599998,21563200
2020-04-01,93.500000,97.400002,92.559998,94.919998,94.919998,18303900
2020-04-02,94.199997,97.260002,94.199997,96.970001,96.970001,13936500
2020-04-03,96.309998,96.919998,92.709999,93.879997,93.879997,14814600
2020-04-06,97.260002,100.190002,94.519997,99.580002,99.580002,20407400
2020-04-07,104.860001,105.889999,100.250000,101.239998,101.239998,22899600
2020-04-08,100.529999,102.349998,98.650002,101.070000,101.070000,22562500
2020-04-09,107.919998,107.989998,103.529999,104.500000,104.500000,31485600
2020-04-13,104.709999,104.870003,99.610001,103.500000,103.500000,17306000
2020-04-14,105.500000,107.639999,103.900002,106.029999,106.029999,19866900
2020-04-15,104.389999,104.879997,102.699997,103.370003,103.370003,14157600
2020-04-16,103.529999,103.720001,100.889999,102.019997,102.019997,18029300
2020-04-17,106.209999,106.790001,104.349998,106.629997,106.629997,17926900
2020-04-20,103.580002,104.860001,102.000000,102.260002,102.260002,17021000
2020-04-21,100.010002,101.510002,99.129997,100.540001,100.540001,16101400
2020-04-22,101.800003,102.629997,100.889999,100.989998,100.989998,11492000
2020-04-23,100.650002,102.529999,99.459999,101.000000,101.000000,17132200
2020-04-24,101.779999,101.919998,99.519997,101.190002,101.190002,13621100
2020-04-27,102.000000,106.519997,101.610001,106.059998,106.059998,15518300
2020-04-28,108.790001,110.059998,105.980003,106.209999,106.209999,16503700
2020-04-29,109.940002,112.699997,108.559998,112.250000,112.250000,20139800
2020-04-30,109.440002,110.309998,106.860001,108.150002,108.150002,18622900
2020-05-01,106.360001,106.910004,104.470001,105.500000,105.500000,13209100
2020-05-04,102.010002,103.830002,100.550003,103.180000,103.180000,19514800
2020-05-05,101.510002,105.180000,100.900002,101.059998,101.059998,30169800
2020-05-06,101.480003,105.269997,98.860001,100.879997,100.879997,51992400
2020-05-07,101.849998,105.610001,101.830002,105.570000,105.570000,20868800
2020-05-08,109.050003,109.180000,106.629997,109.160004,109.160004,24101700
2020-05-11,108.400002,108.809998,106.410004,107.769997,107.769997,20541400
2020-05-12,109.059998,109.440002,104.489998,104.559998,104.559998,17049700
2020-05-13,104.500000,104.540001,101.599998,102.919998,102.919998,21085800
2020-05-14,101.980003,105.919998,99.660004,105.910004,105.910004,22002200
2020-05-15,104.980003,109.379997,104.269997,109.050003,109.050003,29766000
2020-05-18,114.470001,119.779999,114.470001,116.849998,116.849998,40075700
2020-05-19,115.099998,116.470001,113.419998,114.370003,114.370003,20332600
2020-05-20,116.419998,120.870003,116.040001,119.919998,119.919998,25749900
2020-05-21,119.339996,120.300003,116.500000,117.830002,117.830002,17578300
2020-05-22,117.500000,118.570000,116.830002,118.019997,118.019997,9288200
2020-05-26,121.050003,122.510002,120.430000,120.949997,120.949997,16466400
2020-05-27,123.680000,123.779999,119.709999,121.529999,121.529999,19345400
2020-05-28,121.599998,121.980003,116.000000,116.750000,116.750000,18606000
2020-05-29,116.190002,117.750000,114.120003,117.300003,117.300003,17845800
2020-06-01,117.260002,119.650002,116.930000,118.769997,118.769997,10538300
2020-06-02,119.000000,119.849998,117.830002,118.750000,118.750000,10753100
2020-06-03,119.989998,122.449997,119.320000,122.180000,122.180000,12584300
2020-06-04,121.949997,124.500000,121.849998,123.690002,123.690002,14195100
2020-06-05,126.309998,127.820000,124.279999,124.820000,124.820000,16581600
2020-06-08,125.099998,127.440002,123.940002,127.279999,127.279999,13858100
2020-06-09,125.629997,125.790001,123.510002,123.889999,123.889999,10882800
2020-06-10,124.019997,124.099998,120.930000,122.180000,122.180000,11497100
2020-06-11,117.599998,118.000000,112.250000,112.639999,112.639999,26078800
2020-06-12,115.169998,117.000000,112.889999,115.489998,115.489998,18355400
2020-06-15,112.080002,118.120003,111.709999,117.080002,117.080002,14156400
2020-06-16,121.239998,121.500000,116.050003,118.440002,118.440002,12951200
2020-06-17,118.639999,119.230003,117.139999,117.650002,117.650002,8913100
2020-06-18,116.879997,118.529999,115.930000,118.370003,118.370003,9577300
2020-06-19,119.980003,120.120003,114.349998,114.349998,114.349998,23496300
2020-06-22,114.190002,116.190002,113.110001,115.919998,115.919998,12868000
2020-06-23,116.959999,117.449997,115.970001,116.589996,116.589996,10187600
2020-06-24,115.849998,116.000000,110.029999,112.070000,112.070000,22252500
2020-06-25,108.989998,111.510002,108.500000,111.360001,111.360001,17240400
2020-06-26,110.949997,111.199997,108.019997,109.099998,109.099998,15270900
2020-06-29,109.000000,111.570000,108.099998,111.519997,111.519997,12584300
2020-06-30,111.500000,112.050003,109.930000,111.510002,111.510002,10565900
2020-07-01,112.820000,115.599998,112.290001,113.010002,113.010002,11930900
2020-07-02,115.000000,115.099998,112.000000,112.180000,112.180000,10312000
2020-07-06,113.830002,114.529999,112.900002,114.430000,114.430000,11933400
2020-07-07,113.629997,115.080002,112.610001,113.629997,113.629997,10836500
2020-07-08,113.480003,117.129997,112.809998,116.660004,116.660004,13629500
2020-07-09,116.510002,117.849998,115.379997,116.809998,116.809998,13582900
2020-07-10,116.830002,119.440002,116.209999,119.339996,119.339996,14207900
2020-07-13,119.940002,120.129997,115.889999,116.220001,116.220001,15620200
2020-07-14,115.230003,119.080002,114.540001,118.660004,118.660004,12425100
